DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2007-0663-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Texas, Delaware, Connecticut, Georgia, Louisiana, Massachusetts, Maine, Maryland, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Vermont, Virginia provinces",,Flood|Hail,No,No,No,,,Kph,,,,2007,4,13,2007,4,17,23,,,,,,,1566000,2301328,2000000,2939116,68.04767383,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2008-03-11,2023-11-10
2007-0689-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Arkansas, Iowa, Texas",,Cold wave,No,No,No,,,Kph,,,,2007,2,23,2007,2,25,4,27,,,27,,,200000,293912,300000,440867,68.04767383,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2008-03-28,2023-09-25
2007-0690-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Iowa, Kansas, Minnesota, Texas, Wisconsin provinces",,Hail,No,No,No,,128,Kph,,,,2007,5,21,2007,5,25,5,,,,,,,200000,293912,300000,440867,68.04767383,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2008-03-28,2023-09-25
2007-9548-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,"California, Georgia, Maryland provinces",Lack of precipitation,,No,No,Yes,,,Km2,,,,2007,10,,2009,6,,,,,,,,,,,300000,440867,68.04767383,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3234,""adm1_name"":""Maryland""}]",2009-07-16,2023-09-25
2008-0010-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"California, Nevada, Oregon provinces",Heavy rains,Broken Dam/Burst bank|Rain,No,No,No,,550,Km2,39.63,-119.2,irrigation canal from Truckee river,2008,1,5,2008,1,9,2,,1500,,1500,,,,,,,70.66008903,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3251,""adm1_name"":""Oregon""}]",2008-11-19,2023-09-25
2008-0039-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,GLIDE:TO-2008-000020,,USA,United States of America,Northern America,Americas,"Tennessee, Arkansas, Kentucky, Mississippi, Alabama, Indiana, Texas, Illinois, Ohio, Missouri provinces",,Flood|Hail,No,No,Yes,,,Kph,,,,2008,2,5,2008,2,6,59,150,,,150,,,955000,1351541,1300000,1839794,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2009-03-18,2023-09-25
2008-0099-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:nn00234425,,USA,United States of America,Northern America,Americas,"Wells city (Elko district, Nevada province)",,,No,No,No,,5.9,Moment Magnitude,41.1444,-114.8721,,2008,2,21,2008,2,21,,3,2100,,2103,,,,,,,70.66008903,"[{""adm2_code"":30428,""adm2_name"":""Elko""}]",2008-04-14,2023-09-25
2008-0115-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province)",,Flood|Hail,No,No,Yes,,217,Kph,,,,2008,3,14,2008,3,14,2,27,150,,177,,,450000,636852,450000,636852,70.66008903,"[{""adm2_code"":29095,""adm2_name"":""Clayton""},{""adm2_code"":29097,""adm2_name"":""Cobb""},{""adm2_code"":29108,""adm2_name"":""DeKalb""},{""adm2_code"":29124,""adm2_name"":""Fulton""},{""adm2_code"":29131,""adm2_name"":""Gwinnett""}]",2009-03-18,2023-09-25
2008-0131-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Missouri, Mississippi, Arkansas, Indiana, Illinois, Ohio, Kentucky, Oklahoma, Iowa, Wisconsin, Texas provinces",Rain and snowmelt,Broken Dam/Burst bank,No,No,Yes,,565200,Km2,36.23,-89.15,Ohio and Mississippi rivers and tributaries,2008,3,17,2008,4,20,18,,1000,,1000,,,,,2000,2830,70.66008903,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2008-04-28,2023-09-25
2008-0170-CAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CAN,Canada,Northern America,Americas,"Belleville city, Foxboro community, Tweed village (Hastings district, Ontario province), Campbellford, Trent Hills municipality (Northumberland district, Ontario province), Ottawa city (Ottawa province, Ontario province)",Snowmelt,,No,No,No,,22900,Km2,44.46,-77.47,"Moira, Trent, Crowe, Rideau",2008,4,10,2008,4,24,,,400,,400,,,,,,,70.66008903,"[{""adm2_code"":12657,""adm2_name"":""Hastings""},{""adm2_code"":12670,""adm2_name"":""Northumberland""},{""adm2_code"":12671,""adm2_name"":""Ottawa""}]",2008-04-28,2023-09-25
2008-0194-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,GLIDE:TO-2008-000061,,USA,United States of America,Northern America,Americas,"Kansas, Maryland, Missouri, North Carolina, Virginia, Texas, Oklahoma, Georgia, Arkansas provinces","Cold front meeting warm, moist air",Flood|Hail,No,No,Yes,,280,Kph,,,,2008,5,10,2008,5,12,22,150,,,150,,,450000,636852,700000,990658,70.66008903,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2009-03-18,2023-09-25
2008-0210-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Dunkerton city (Black Hawk district, Iowa province), Parkesburg, New Hartford cities (Butler district, Iowa province), Cedar Rapids city (Linn district, Iowa province), Minnesota, Indiana, Illinois, Kansas, Michigan, Montana, Missouri, Nebraska, Wisconsin provinces",,Broken Dam/Burst bank|Flood,No,No,Yes,,,Kph,39.82,-92.33,,2008,5,22,2008,5,26,7,70,,,70,,,1325000,1875175,1600000,2264362,70.66008903,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29473,""adm2_name"":""Black Hawk""},{""adm2_code"":29478,""adm2_name"":""Butler""},{""adm2_code"":29523,""adm2_name"":""Linn""}]",2009-03-18,2023-11-10
2008-0253-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,California province,"Lightening, drought, wind",,No,No,Yes,,3500,Km2,,,,2008,6,20,2008,7,9,1,,,300,300,,,,,102000,144353,70.66008903,"[{""adm1_code"":3218,""adm1_name"":""California""}]",2008-08-12,2023-09-25
2008-0264-CAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CAN,Canada,Northern America,Americas,"James Bay area (Cochrane, Kenora districts, North Ontario province)",,Snow/ice,No,No,No,,3180,Km2,52.15,-81.96,Albany river,2008,4,26,2008,5,1,,,2000,,2000,,,,,,,70.66008903,"[{""adm2_code"":12645,""adm2_name"":""Cochrane""},{""adm2_code"":12660,""adm2_name"":""Kenora""}]",2008-09-07,2023-09-25
2008-0304-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000111,Hurricane Dolly,USA,United States of America,Northern America,Americas,"Panama city beach (Bay district, Florida province), Aransas, Bexar, Brooks, Calhoun, Cameron, Hidalgo, Jim Wells, Kenedy, Kleberg, Nueces, Refugio, San Patricio, Starr, Victoria, Willacy districts (Texas province)",,Flood|Transport accident,No,No,Yes,,160,Kph,,,,2008,7,23,2008,7,23,,,,,,,,600000,849136,1200000,1698271,70.66008903,"[{""adm2_code"":29000,""adm2_name"":""Bay""},{""adm2_code"":31203,""adm2_name"":""Aransas""},{""adm2_code"":31214,""adm2_name"":""Bexar""},{""adm2_code"":31223,""adm2_name"":""Brooks""},{""adm2_code"":31228,""adm2_name"":""Calhoun""},{""adm2_code"":31230,""adm2_name"":""Cameron""},{""adm2_code"":31307,""adm2_name"":""Hidalgo""},{""adm2_code"":31324,""adm2_name"":""Jim Wells""},{""adm2_code"":31330,""adm2_name"":""Kenedy""},{""adm2_code"":31336,""adm2_name"":""Kleberg""},{""adm2_code"":31377,""adm2_name"":""Nueces""},{""adm2_code"":31395,""adm2_name"":""Refugio""},{""adm2_code"":31404,""adm2_name"":""San Patricio""},{""adm2_code"":31413,""adm2_name"":""Starr""},{""adm2_code"":31434,""adm2_name"":""Victoria""},{""adm2_code"":31444,""adm2_name"":""Willacy""}]",2009-01-06,2023-09-25
2008-0338-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Fay""",USA,United States of America,Northern America,Americas,"Florida, Georgia, Alabama, Mississippi provinces",,Flood,No,No,Yes,,100,Kph,,,,2008,8,20,2008,8,28,12,,400,,400,,,,,180000,254741,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2009-01-06,2023-09-25
2008-0352-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000143,"Hurricane ""Gustav""",USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Texas, Alabama provinces",,,No,No,No,,,Kph,,,,2008,9,1,2008,9,1,43,,2100000,,2100000,,,3500000,4953291,7000000,9906582,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2009-01-14,2023-09-25
2008-0378-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Hanna',USA,United States of America,Northern America,Americas,"Florida, North Carolina, Maryland provinces",,,No,No,Yes,,,Kph,,,,2008,8,28,2008,8,28,7,,,,,,,,,160000,226436,70.66008903,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3247,""adm1_name"":""North Carolina""}]",2009-01-12,2023-09-25
2008-0384-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Ike,USA,United States of America,Northern America,Americas,"Galveston, Brazoria, Harris, Chambers, Jefferson districts (Texas province), Louisiana, Tennessee, Arkansas, Ohio, Indiana, Illinois, Missouri, Kentucky, Pennsylvania, Michigan provinces",,Flood,No,No,No,,200,Kph,35.05,-90.45,,2008,9,12,2008,9,16,82,,200000,,200000,,,15000000,21228391,30000000,42456782,70.66008903,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":31219,""adm2_name"":""Brazoria""},{""adm2_code"":31235,""adm2_name"":""Chambers""},{""adm2_code"":31283,""adm2_name"":""Galveston""},{""adm2_code"":31300,""adm2_name"":""Harris""},{""adm2_code"":31322,""adm2_name"":""Jefferson""}]",2008-11-18,2023-09-25
2008-0524-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,USA,United States of America,Northern America,Americas,"Los Angeles, Orange, Riverside, Santa Barbara districts (California province)",,,No,No,Yes,,,Km2,,,,2008,11,13,2008,11,18,,20,55000,,55020,,,600000,849136,2000000,2830452,70.66008903,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28894,""adm2_name"":""Orange""},{""adm2_code"":28897,""adm2_name"":""Riverside""},{""adm2_code"":28906,""adm2_name"":""Santa Barbara""}]",2009-01-14,2023-09-25
2008-0563-USA,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,USA,United States of America,Northern America,Americas,"Maine, Massachusetts, New Hampshire, New York, Vermont provinces",,,No,No,Yes,,,°C,,,,2008,12,11,2008,12,14,,,,,,,,,,,,70.66008903,"[{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3259,""adm1_name"":""Vermont""}]",2009-01-06,2023-09-25
2008-0599-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Arkansas, Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Tennessee, Alabama, Mississippi provinces",,,No,No,No,,,Kph,,,,2008,1,29,2008,1,30,4,,,,,,,,,600000,849136,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2009-01-06,2023-09-25
2008-0600-USA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,,USA,United States of America,Northern America,Americas,"Arkansas, California, Colorado, Illinois, Indiana, Kansas, Michigan, Missouri, New York, Ohio, Oklahoma, Oregon, Washington, Wisconsin provinces",,,No,No,No,,175,Kph,,,,2008,1,4,2008,1,9,12,,,,,,,745000,1054343,1000000,1415226,70.66008903,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2009-03-02,2023-09-25
2008-0601-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Arkansas, Oklahoma, Texas provinces",,,No,No,No,,,Kph,,,,2008,4,9,2008,4,11,3,,,,,,,800000,1132181,1100000,1556749,70.66008903,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2009-01-06,2023-09-25
2008-0627-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Wisconsin provinces",,Broken Dam/Burst bank,No,No,No,,,Km2,,,"Mississipi, Ohio rivers",2008,6,9,2008,6,30,24,148,11000000,,11000148,,,400000,566090,10000000,14152261,70.66008903,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2009-03-18,2023-09-25
2008-0638-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Orting town (Pierce district, Washington province), Chehalus town (Lewis district, Washington), Oregon province",Heavy rains,,No,No,No,,35110,Km2,42.84,-123.77,"Puyallup, Newaukaum",2008,12,29,2009,1,16,,,30000,,30000,,,,,,,70.66008903,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm2_code"":31650,""adm2_name"":""Lewis""},{""adm2_code"":31656,""adm2_name"":""Pierce""}]",2009-01-28,2023-09-25
2008-0645-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,Suffolk district (Virginia province),,,No,No,No,,240,Kph,,,,2008,4,28,2008,4,28,,200,,,200,,,62500,88452,110000,155675,70.66008903,"[{""adm2_code"":31616,""adm2_name"":""Suffolk""}]",2009-03-18,2023-09-25
2008-0654-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Massachusetts, New York, Maine, New Hampshire, Vermont provinces",,,No,No,No,,,Kph,,,,2008,12,11,2008,12,22,5,,,,,,,275000,389187,360000,509481,70.66008903,"[{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3259,""adm1_name"":""Vermont""}]",2009-03-25,2023-09-25
2009-0056-USA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,USA,United States of America,Northern America,Americas,"Texas, Pennsylvania, Oklahoma, Kentucky, Missouri, Arkansas, District of Columbia provinces",,,No,No,No,,,°C,,,,2009,1,26,2009,1,28,58,,,,,,,565000,802456,1100000,1562303,70.40886176,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2010-03-15,2023-09-25
2009-0106-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"North Dakota, Minnesota provinces","Snowmelt, hevay rain",,No,No,Yes,,39740,Km2,48.25,-97.03,"Red river, Fargo, James river",2009,3,24,2009,4,20,2,60,5000,,5060,,,,,166000,235766,70.40886176,"[{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3248,""adm1_name"":""North Dakota""}]",2010-03-05,2023-09-25
2009-0140-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Alabama, Georgia, Kentucky, Louisiana, Missouri, South Carolina, Tennessee provinces",,Fire,No,No,Yes,,,Kph,,,,2009,4,9,2009,4,10,9,72,750,,822,,,1150000,1633317,1700000,2414469,70.40886176,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2010-03-03,2023-09-25
